rock_id,rock_token,rock_freq,rock_mean_kl,rock_freq_mean,ctrl_id,ctrl_token,ctrl_freq,ctrl_mean_kl,ctrl_freq_mean
279,' the',13344,0.24310219913647946,3243.955745277182,1939,'?\n\n',737,0.17649236043608393,130.07486964139386
3070,' **',7896,0.3307321664548249,2611.4611863272976,1184,' need',381,0.3351245063267686,127.68243691049884
11,"','",16988,0.09987492030773598,1696.6751461878189,1242,'sum',459,0.27664286288675777,126.97907406502182
382,'.\n\n',7876,0.18349924476542626,1445.2400517724973,54876,"'$,'",988,0.1280087834743123,126.47267807262055
374,' is',6911,0.17365553285821006,1200.1333875830896,12209,'Then',417,0.299811473876805,125.02138460662769
4416,'So',3973,0.2866204608411846,1138.7430909220263,702,' has',458,0.2696798029285735,123.51334974128667
1447,':\n\n',4770,0.22121989555199534,1055.2189017830178,7493,' expression',366,0.33564367354969465,122.84558451918825
320,' (',5806,0.17832691610853438,1035.3660749261505,2055,' So',445,0.2753070393726049,122.51163252080919
14085,'$$',10723,0.091116508588482,977.0423215942925,282,' f',1104,0.11019114430454785,121.65102331222083
3983,'But',2620,0.37043855502850903,970.5490141746936,30,'?',501,0.23946404170540572,119.97148489440826
264,' a',5390,0.1772082805284155,955.1526320481596,807,' they',346,0.34647324428842574,119.8797425237953
284,' =',20745,0.044335319554677975,919.7362041617946,19703,' roots',513,0.23051543750655415,118.25441944086228
323,' and',4014,0.22629017190693723,908.3287500344461,25521,' �',481,0.24394277331911232,117.33647396649303
334,'**',6468,0.13842478168708047,895.3314879520365,21453,'Try',407,0.28735168076625806,116.95213407186702
44364,'---\n\n',2277,0.3529816198231368,803.7391483372825,12549,'Since',180,0.6434353545297812,115.81836381536061
315,' of',4587,0.16994916399969948,779.5568152666215,438,' as',573,0.20067410740196628,114.98626354132668
481,' -',11064,0.06324171884746309,699.7063773283317,3830,'From',233,0.48988472455139204,114.14314082047434
582,' we',2285,0.3037769921685488,694.130427105134,1988,' But',225,0.5031810525239497,113.2157368178887
304,' in',1872,0.34455068181946535,644.9988763660391,2303,'  \n',465,0.24169084591225984,112.38624334920083
10061,'Let',1618,0.37296796425590073,603.4621661660474,3501,' points',539,0.20826097444789612,112.25266522741602
18,'3',12948,0.045818092116300606,593.2526567218603,25046,'$\n',710,0.15625131179957255,110.93843137769652
1654,'We',1681,0.3447689737304475,579.5566448408823,66426,'$\n\n',714,0.1553344656433749,110.90880846936969
59,'\\',5899,0.09818626468550733,579.2007753798077,387,' be',914,0.1212194986786789,110.79462179231251
15,'0',16723,0.03419595629061616,571.8589770479741,21495,' triangle',431,0.2568655596085845,110.70905619129991
510,':\n',2455,0.217576727626016,534.1508663218692,1948,' between',449,0.24396853258780596,109.54187113192488
271,'\n\n',7193,0.07412900451525581,533.209929478235,825,' one',445,0.2432365080392882,108.24024607748325
525,' are',3200,0.16395505881175965,524.6561881976309,1221,' then',478,0.22617254055990965,108.11047438763681
311,' to',4566,0.11297429010200223,515.8406086057422,422,' D',674,0.15982314937147188,107.72080267637205
25,':',5474,0.08883179216499089,486.2652303111601,2075,'(x',1427,0.07437327651451917,106.13066558621885
198,'\n',10001,0.047115034129178765,471.19745632591685,1156,' first',212,0.49147470603652665,104.19263767974365
19,'4',10950,0.0429359665103134,470.1488332879317,2359,'left',1010,0.10302645210944598,104.05671663054045
21,'6',6901,0.06576911347656748,453.8726521017922,1741,' such',414,0.2491962534290303,103.16724891961854
488,' +',11599,0.03817238974838022,442.76154869146217,425,' B',886,0.1139834838159803,100.98936666095854
856,' x',4397,0.09968915524045503,438.3332155922808,1290,' right',265,0.37357318448373766,98.99689388819048
12,'-',7443,0.05723455778233165,425.9968135738945,902,' no',528,0.1867506501150438,98.60434326074312
20,'5',9039,0.04421644432205497,399.67244022705484,88,'y',1040,0.09446097819941383,98.23941732739038
773,' so',1922,0.20244889240894587,389.10677120999395,9334,' square',336,0.2922696607973253,98.2026060279013
429,' that',1845,0.2093188894797254,386.19335109009336,1430,' try',291,0.33745621055879876,98.19975727261044
504,' from',1245,0.28308117180085646,352.4360588920663,861,' >',689,0.14172808072592244,97.65064762016056
7039,'Now',930,0.3783434297494742,351.85938966701104,1459,' point',387,0.248057167576986,95.99812385229359
84500,' $\n\n',3529,0.09804817347113277,346.0120041796276,3783,' wait',402,0.23696809057933996,95.26117241289467
714,' but',1056,0.3171631103234123,334.9242445015234,2326,' three',267,0.3502844061793162,93.52593644987743
14190,'Wait',1143,0.2929039221372419,334.7891830028675,340,')\n',804,0.11583230304155633,93.12917164541129
3,'$',2910,0.11023519753414128,320.7844248243511,23606,' equation',406,0.22892149644915538,92.94212755835709
362,' A',1072,0.28048523567048866,300.68017263876385,3204,' possible',445,0.20801909311067693,92.56849643425123
61,'^',7948,0.03733430690171374,296.73307125482086,1634,' As',159,0.5762493063389422,91.62363970789181
369,' for',1029,0.28333678542005064,291.55355219723214,13023,' Final',443,0.2060537590293213,91.28181524998934
23,'8',5361,0.053175502238647976,285.0738675013918,2908,' consider',242,0.3732285081940003,90.32129898294806
22,'7',4516,0.06301872813049263,284.5925762373047,3491,' problem',246,0.3642804163311712,89.61298241746812
576,' The',572,0.48350686120576697,276.5659246096987,760,' |',964,0.09237796838439519,89.05236152255696
13,'.',4412,0.061174612629077675,269.9023909194907,3243,'only',153,0.5781649532645433,88.45923784947513
448,' with',883,0.30510084027824863,269.4040419656935,701,"'),'",774,0.11295533962968501,87.4274328733762
518,' at',1196,0.22199515963082792,265.5062109184702,50,'S',390,0.22289855221733784,86.93043536476176
1959,' —',2461,0.10613338024630528,261.1942487861573,1147,' z',722,0.11946915729306638,86.25673156559392
646,' can',982,0.2634746952720377,258.732150757141,6144,' equal',300,0.278496442133565,83.5489326400695
92,'}',8680,0.029776646078984764,258.46128796558776,2790,' total',272,0.3046306273226845,82.85953063177018
537,' not',819,0.3097241950866307,253.66411577595053,151645,'<|im_end|>',407,0.2025343878523136,82.43149585589163
419,' this',965,0.2554301125979231,246.49005865699579,47,'P',445,0.1850502889563087,82.34737858555738
432,' it',835,0.2943783691526048,245.805938242425,5537,' region',243,0.3387794020093495,82.32339468827192
37018,'frac',6469,0.035185629826250626,227.6158393460153,11520,'(\\',549,0.14893340059363624,81.7644369259063
87,'x',4324,0.05165579816631229,223.35967127113435,1366,' want',306,0.2618727939423277,80.13307494635228
8,')',7112,0.030366241230122097,215.96470762862836,69,'f',463,0.1720384747864343,79.65381382611908
57960,' $\\',961,0.2233580451668934,214.64708140538454,2155,' different',183,0.42467689924818464,77.71587256241779
24,'9',4375,0.04899020982087249,214.33216796631714,1973,' order',204,0.3745893108814794,76.4162194198218
11397,' →',2287,0.09030295481195515,206.52285765494142,594,"""'s""",631,0.11999510163812133,75.71690913365455
389,' on',694,0.28909965205616445,200.63515852697813,22756,' rectangle',181,0.41677738036509276,75.4367058460818
2629,' sum',694,0.2860629214954204,198.52766751782175,366,' <',720,0.10364309781441891,74.62303042638162
785,'The',409,0.481527239961861,196.94464114440115,2669,' already',157,0.474555464314629,74.50520789739676
24437,' $\n',2100,0.09213382108031329,193.4810242686579,820,'####',281,0.2649422711336684,74.44877818856082
614,' have',704,0.2738897331370887,192.81837212851045,1380,' where',252,0.2930244129763789,73.84215207004748
1172,' only',581,0.3221478018125575,187.1678728530959,1555,' line',289,0.254678742211095,73.60215649900645
678,' all',658,0.2769796201437996,182.25259005462016,7546,' integer',283,0.259610853770094,73.4698716169366
1372,' number',762,0.23163938860885971,176.5092141199511,0,'!',394,0.1861419165181113,73.33991510813586
1921,'not',411,0.4269034586712276,175.45732151387455,979,' when',246,0.2980936229129779,73.33103123659257
14374,'###',2307,0.0759158884162764,175.13795457634967,2661,' given',507,0.14364269456598816,72.826846144956
90,'{',12017,0.014348947560454862,172.43130283398608,1782,'the',149,0.48618217804973113,72.44114452940994
748,'’s',2193,0.07775117135890333,170.508318790075,258,'in',638,0.11338986639086414,72.34273475737132
2474,' since',407,0.4056310910253593,165.09185404732125,1779,' check',258,0.2803845089210952,72.33920330164256
12564,' compute',527,0.3092219552841122,162.95997043472715,72,'i',668,0.1062520890943873,70.97639551505071
1986,'This',292,0.5561835350121346,162.4055922235433,293,' b',1452,0.04875014207478299,70.7852062925849
892,' which',490,0.3258637659426335,159.6732453118904,1205,' We',159,0.4447519395683165,70.71555839136232
421,' if',648,0.24487466865228413,158.67878528668012,1852,' same',360,0.19434265484741045,69.96335574506776
553,' by',1134,0.13793142072530867,156.41423110250003,1052,' there',319,0.21906960085337124,69.88320267222542
2176,' both',501,0.30857558203666735,154.59636660037035,32,'A',665,0.10494657171131266,69.78947018802292
476,' or',462,0.33198818792682955,153.37854282219524,595,' k',657,0.10613781196066166,69.73254245815471
